,BLDGID,MEAN_AVGHT,Lat,Lon,Building,Property Name,Primary Property Type,Year Built,# of Buildings,ENERGY STAR Score
167,6229,63.09,41.878009999999996,-87.634491,"(41.878009999999996, -87.634491)",Roseland Centre 10450 S Michigan,Senior Care Community,2006,1,58.0
168,6281,21.89,41.878052000000004,-87.628784,"(41.878052000000004, -87.628784)",Hyde Park Bank,Office,1926,1,
169,6291,80.27,41.878029,-87.632202,"(41.878029, -87.632202)",Presence Stone Professional Office Building,Medical Office,1991,1,36.0
170,6343,70.98,41.878021000000004,-87.633362,"(41.878021000000004, -87.633362)",Sandoval Ele-CPS,K-12 School,1998,1,91.0
171,6823,11.45,41.878871999999994,-87.633362,"(41.878871999999994, -87.633362)",6420 W Fullerton at Bricktown Square,Strip Mall,1987,1,
172,6854,10.53,41.878871999999994,-87.633362,"(41.878871999999994, -87.633362)",6420 W Fullerton at Bricktown Square,Strip Mall,1987,1,
173,6855,15.02,41.878899,-87.628784,"(41.878899, -87.628784)",#1107 Chicago South Loop,Wholesale Club/Supercenter,2012,1,13.0
174,7043,166.18,41.878853,-87.63678,"(41.878853, -87.63678)",U.S. Cellular Plaza - 8420 _ Goby LLC,Office,1982,1,70.0
175,7192,116.57,41.878845,-87.637909,"(41.878845, -87.637909)",Humboldt Park,Other - Recreation,1928,1,
176,7196,11.51,41.878857,-87.63561999999999,"(41.878857, -87.63561999999999)",618 S. Michigan,College/University,1925,1,
177,7200,94.73,41.878052000000004,-87.628784,"(41.878052000000004, -87.628784)",Hyde Park Bank,Office,1926,1,
178,7207,73.76,41.878871999999994,-87.633362,"(41.878871999999994, -87.633362)",6420 W Fullerton at Bricktown Square,Strip Mall,1987,1,
179,7236,88.59,41.878895,-87.631073,"(41.878895, -87.631073)",223 West Erie,Office,1890,1,87.0
180,7239,46.56,41.878883,-87.632202,"(41.878883, -87.632202)",Henry Crown Field House,Fitness Center/Health Club/Gym,1932,1,
181,7240,9.46,41.878895,-87.631073,"(41.878895, -87.631073)",223 West Erie,Office,1890,1,87.0
182,7254,44.02,41.878899,-87.628784,"(41.878899, -87.628784)",#1107 Chicago South Loop,Wholesale Club/Supercenter,2012,1,13.0
183,7297,44.64,41.878056,-87.627625,"(41.878056, -87.627625)",731 S Plymouth,Residence Hall/Dormitory,1897,1,42.0
184,7319,39.37,41.878067,-87.62649499999999,"(41.878067, -87.62649499999999)",De Diego Com-CPS,K-12 School,1891,1,87.0
185,7336,49.8,41.878067,-87.625366,"(41.878067, -87.625366)",The Carlyle Condominium Association,Multifamily Housing,1966,1,10.0
186,8063,94.58,41.879684000000005,-87.637939,"(41.879684000000005, -87.637939)",Austin 1900 Building,Distribution Center,1962,1,97.0
187,8117,38.85,41.879761,-87.626526,"(41.879761, -87.626526)",One River Place Condominium Association,Multifamily Housing,1929,1,90.0
188,8330,49.71,41.879704,-87.635651,"(41.879704, -87.635651)",MckayFrancis-CPS,K-12 School,1928,1,17.0
189,8340,10.44,41.878914,-87.626526,"(41.878914, -87.626526)",Herzl-CPS,K-12 School,1916,1,95.0
190,8398,34.21,41.879719,-87.633362,"(41.879719, -87.633362)",4800-50 South Lake Park Ave,Multifamily Housing,1974,2,34.0
191,8402,158.01,41.879719,-87.633362,"(41.879719, -87.633362)",4800-50 South Lake Park Ave,Multifamily Housing,1974,2,34.0
192,8403,117.64,41.8797,-87.63678,"(41.8797, -87.63678)",17 N. State LLC,Office,1914,1,89.0
193,8440,91.13,41.879723,-87.632202,"(41.879723, -87.632202)",122 Property LLC,Office,1910,1,52.0
194,8472,60.74,41.87973,-87.631073,"(41.87973, -87.631073)",Saint Clement School,K-12 School,1905,1,53.0
195,8487,96.6,41.879745,-87.628784,"(41.879745, -87.628784)",Budlong Elem-CPS,K-12 School,1905,1,86.0
196,8495,3.41,41.879684000000005,-87.637939,"(41.879684000000005, -87.637939)",Austin 1900 Building,Distribution Center,1962,1,97.0
197,8547,10.02,41.878914,-87.626526,"(41.878914, -87.626526)",Herzl-CPS,K-12 School,1916,1,95.0
198,9170,72.33,41.8797,-87.63678,"(41.8797, -87.63678)",17 N. State LLC,Office,1914,1,89.0
199,9182,120.41,41.8797,-87.63678,"(41.8797, -87.63678)",17 N. State LLC,Office,1914,1,89.0
200,9193,135.97,41.879715000000004,-87.634491,"(41.879715000000004, -87.634491)",Millenium on LaSalle,Office,1902,1,78.0
201,9208,41.32,41.880565999999995,-87.63452099999999,"(41.880565999999995, -87.63452099999999)",Cameron Elem-CPS,K-12 School,1897,1,42.0
202,9225,43.86,41.879719,-87.633362,"(41.879719, -87.633362)",4800-50 South Lake Park Ave,Multifamily Housing,1974,2,34.0
203,9232,105.77,41.879723,-87.632202,"(41.879723, -87.632202)",122 Property LLC,Office,1910,1,52.0
204,9253,33.33,41.87973,-87.631073,"(41.87973, -87.631073)",Saint Clement School,K-12 School,1905,1,53.0
205,9256,25.97,41.879745,-87.628784,"(41.879745, -87.628784)",Budlong Elem-CPS,K-12 School,1905,1,86.0
206,9257,96.17,41.879745,-87.628784,"(41.879745, -87.628784)",Budlong Elem-CPS,K-12 School,1905,1,86.0
207,9259,109.45,41.879738,-87.629944,"(41.879738, -87.629944)",Village Market,Other - Mall,2011,1,
208,9307,58.78,41.879757,-87.627655,"(41.879757, -87.627655)",Montgomery on Superior Condominium Association,Multifamily Housing,2005,1,6.0
209,9321,16.03,41.878918,-87.624237,"(41.878918, -87.624237)",Bernard Mitchell Hospital,Hospital (General Medical & Surgical),1983,1,10.0
210,9325,67.37,41.879771999999996,-87.625366,"(41.879771999999996, -87.625366)",Washington E-CPS,K-12 School,1917,1,46.0
211,9420,3.48,41.880581,-87.629944,"(41.880581, -87.629944)",United Center,Indoor Arena,1994,1,
212,9535,6.34,41.880581,-87.63110400000001,"(41.880581, -87.63110400000001)",142 East Ontario,Office,1986,1,52.0
213,9567,4.8,41.880581,-87.629944,"(41.880581, -87.629944)",United Center,Indoor Arena,1994,1,
214,9601,123.25,41.880547,-87.63678,"(41.880547, -87.63678)",The Belmont by Reside,Multifamily Housing,1924,1,67.0
215,9604,36.85,41.880592,-87.628815,"(41.880592, -87.628815)",Revere Eleme-CPS,K-12 School,1903,1,9.0
216,9608,53.99,41.880577,-87.632233,"(41.880577, -87.632233)",NathanSDavis-CPS,K-12 School,1905,1,51.0
217,9610,95.8,41.880562,-87.635651,"(41.880562, -87.635651)","Foxboro Properties, LLC",Office,1995,1,71.0
218,9620,79.75,41.880565999999995,-87.63452099999999,"(41.880565999999995, -87.63452099999999)",Cameron Elem-CPS,K-12 School,1897,1,42.0
219,9623,54.18,41.880569,-87.633362,"(41.880569, -87.633362)",100 North Riverside Plaza,Office,1990,1,81.0
220,9625,62.4,41.880592,-87.628815,"(41.880592, -87.628815)",Revere Eleme-CPS,K-12 School,1903,1,9.0
221,9655,43.73,41.880592,-87.628815,"(41.880592, -87.628815)",Revere Eleme-CPS,K-12 School,1903,1,9.0
222,9776,106.63,41.881428,-87.63110400000001,"(41.881428, -87.63110400000001)","Second Prairie Shores, LLC",Multifamily Housing,1960,1,23.0
223,9923,78.23,41.880615,-87.62539699999999,"(41.880615, -87.62539699999999)",Excel-Woodlawn-CPS,K-12 School,1975,1,87.0
224,10102,125.31,41.880542999999996,-87.637939,"(41.880542999999996, -87.637939)",ChappellEliz-CPS,K-12 School,1930,1,41.0
225,10105,123.32,41.881393,-87.63678,"(41.881393, -87.63678)",Orozco Eleme-CPS,K-12 School,1999,1,48.0
226,10108,30.27,41.881397,-87.635651,"(41.881397, -87.635651)",211 E. Chicago Ave.,Office,1965,1,90.0
227,10119,106.4,41.881397,-87.635651,"(41.881397, -87.635651)",211 E. Chicago Ave.,Office,1965,1,90.0
228,10121,155.9,41.881415999999994,-87.633362,"(41.881415999999994, -87.633362)",Evers Elemen-CPS,K-12 School,2010,1,97.0
229,10141,129.14,41.881415999999994,-87.633362,"(41.881415999999994, -87.633362)",Evers Elemen-CPS,K-12 School,2010,1,97.0
230,10151,45.31,41.881428,-87.63110400000001,"(41.881428, -87.63110400000001)","Second Prairie Shores, LLC",Multifamily Housing,1960,1,23.0
231,10153,71.72,41.881423999999996,-87.632233,"(41.881423999999996, -87.632233)",Eberhart Ele-CPS,K-12 School,1906,1,46.0
232,10157,171.1,41.881428,-87.63110400000001,"(41.881428, -87.63110400000001)","Second Prairie Shores, LLC",Multifamily Housing,1960,1,23.0
233,10182,38.32,41.880592,-87.628815,"(41.880592, -87.628815)",Revere Eleme-CPS,K-12 School,1903,1,9.0
234,10183,117.11,41.881443,-87.628815,"(41.881443, -87.628815)",Sherman Plaza,Other - Mall,2008,1,
235,10231,50.16,41.880604,-87.627686,"(41.880604, -87.627686)",Chicago Marriott Downtown Magnificent Mile,Hotel,1978,1,44.0
236,10250,79.17,41.881462,-87.626526,"(41.881462, -87.626526)",8522-Edgewater,Supermarket/Grocery Store,2013,1,32.0
237,10279,51.39,41.880615,-87.62539699999999,"(41.880615, -87.62539699999999)",Excel-Woodlawn-CPS,K-12 School,1975,1,87.0
238,10858,11.18,41.881462,-87.626526,"(41.881462, -87.626526)",8522-Edgewater,Supermarket/Grocery Store,2013,1,32.0
239,10951,102.52,41.882275,-87.632263,"(41.882275, -87.632263)",O'Hare Plaza I,Office,1969,1,89.0
240,10952,114.96,41.882286,-87.63110400000001,"(41.882286, -87.63110400000001)",750 N. Rush,Multifamily Housing,1992,1,72.0
241,10953,80.56,41.882290000000005,-87.628845,"(41.882290000000005, -87.628845)",Holy Cross Hospial,Hospital (General Medical & Surgical),1922,1,16.0
242,10954,147.32,41.882271,-87.63452099999999,"(41.882271, -87.63452099999999)",Reid Murdoch Center,Office,1912,1,40.0
243,10955,60.44,41.882275,-87.632263,"(41.882275, -87.632263)",O'Hare Plaza I,Office,1969,1,89.0
244,10957,137.72,41.882256,-87.635681,"(41.882256, -87.635681)",25 E Washington,Office,1914,1,94.0
245,10967,148.39,41.882244,-87.63681,"(41.882244, -87.63681)",9376,Retail Store,1998,1,81.0
246,11140,5.01,41.882290000000005,-87.629974,"(41.882290000000005, -87.629974)",6338000111,Financial Office,1962,1,35.0
247,11484,11.57,41.882275,-87.633392,"(41.882275, -87.633392)",Fairbanks at Cityfront Plaza,Multifamily Housing,2006,1,77.0
248,11495,11.61,41.882275,-87.633392,"(41.882275, -87.633392)",Fairbanks at Cityfront Plaza,Multifamily Housing,2006,1,77.0
249,11550,145.67,41.882275,-87.633392,"(41.882275, -87.633392)",Fairbanks at Cityfront Plaza,Multifamily Housing,2006,1,77.0
250,11581,54.52,41.882305,-87.62539699999999,"(41.882305, -87.62539699999999)",ENGLEWOOD HEALTH CENTER,Outpatient Rehabilitation/Physical Therapy,1970,1,
251,11586,57.52,41.882305,-87.62539699999999,"(41.882305, -87.62539699999999)",ENGLEWOOD HEALTH CENTER,Outpatient Rehabilitation/Physical Therapy,1970,1,
252,11606,64.66,41.882294,-87.627686,"(41.882294, -87.627686)",Erie Elementary Charter School,K-12 School,2013,1,83.0
253,11608,110.35,41.882290000000005,-87.629974,"(41.882290000000005, -87.629974)",6338000111,Financial Office,1962,1,35.0
254,11619,46.25,41.882290000000005,-87.628845,"(41.882290000000005, -87.628845)",Holy Cross Hospial,Hospital (General Medical & Surgical),1922,1,16.0
255,11632,76.62,41.882275,-87.632263,"(41.882275, -87.632263)",O'Hare Plaza I,Office,1969,1,89.0
256,11634,112.93,41.882256,-87.635681,"(41.882256, -87.635681)",25 E Washington,Office,1914,1,94.0
257,11637,54.81,41.882275,-87.633392,"(41.882275, -87.633392)",Fairbanks at Cityfront Plaza,Multifamily Housing,2006,1,77.0
258,11640,79.5,41.882286,-87.63110400000001,"(41.882286, -87.63110400000001)",750 N. Rush,Multifamily Housing,1992,1,72.0
259,11658,68.51,41.882271,-87.63452099999999,"(41.882271, -87.63452099999999)",Reid Murdoch Center,Office,1912,1,40.0
260,11677,86.31,41.88224,-87.637939,"(41.88224, -87.637939)",Rush University Medical Center,Hospital (General Medical & Surgical),1982,9,9.0
261,11678,37.59,41.882244,-87.63681,"(41.882244, -87.63681)",9376,Retail Store,1998,1,81.0
262,11682,67.91,41.882244,-87.63681,"(41.882244, -87.63681)",9376,Retail Store,1998,1,81.0
263,11851,5.99,41.883156,-87.62655600000001,"(41.883156, -87.62655600000001)",Tarkington S-CPS,K-12 School,2005,1,20.0
264,11967,4.22,41.883133,-87.629974,"(41.883133, -87.629974)",The Field Museum,Mixed Use Property,1921,1,
265,12017,2.79,41.883133,-87.629974,"(41.883133, -87.629974)",The Field Museum,Mixed Use Property,1921,1,
266,12377,3.39,41.883133,-87.629974,"(41.883133, -87.629974)",The Field Museum,Mixed Use Property,1921,1,
267,12571,65.67,41.883114,-87.633392,"(41.883114, -87.633392)",Hampton Inn & Suites Chicago - Downtown,Hotel,1999,1,14.0
268,12579,3.13,41.883990999999995,-87.629974,"(41.883990999999995, -87.629974)",Mayer-CPS,K-12 School,1959,1,82.0
269,12584,2.82,41.883984000000005,-87.631134,"(41.883984000000005, -87.631134)",Evergreen Ac-CPS,K-12 School,1907,1,28.0
270,12593,56.73,41.883095000000004,-87.635681,"(41.883095000000004, -87.635681)",Albert Merritt Billings,Office,1927,1,84.0
271,12604,87.59,41.883095000000004,-87.63681,"(41.883095000000004, -87.63681)",Burr Element-CPS,K-12 School,1890,1,67.0
272,13129,177.85,41.883984000000005,-87.631134,"(41.883984000000005, -87.631134)",Evergreen Ac-CPS,K-12 School,1907,1,28.0
273,13173,123.43,41.883953000000005,-87.635681,"(41.883953000000005, -87.635681)",Lowell Eleme-CPS,K-12 School,1888,1,67.0
274,13175,19.85,41.883095000000004,-87.637939,"(41.883095000000004, -87.637939)",Palmolive Building Condominium Association,Multifamily Housing,1929,1,11.0
275,13200,51.61,41.883117999999996,-87.632263,"(41.883117999999996, -87.632263)",Harris Bank Building,Office,1974,1,58.0
276,13202,24.74,41.883163,-87.625427,"(41.883163, -87.625427)",Sauganash El-CPS,K-12 School,1936,1,70.0
277,13206,92.04,41.883156,-87.62655600000001,"(41.883156, -87.62655600000001)",Tarkington S-CPS,K-12 School,2005,1,20.0
278,13227,56.09,41.883957,-87.634552,"(41.883957, -87.634552)",Hamline Elem-CPS,K-12 School,1898,1,27.0
279,13231,112.47,41.883942,-87.636841,"(41.883942, -87.636841)",NMH Feinberg Pavilion and Galter Pavilion,Hospital (General Medical & Surgical),1999,1,69.0
280,13242,14.41,41.883938,-87.63797,"(41.883938, -87.63797)",Brooks Colle-CPS,K-12 School,1914,1,24.0
281,13244,33.96,41.883144,-87.628845,"(41.883144, -87.628845)",Lake Park Plaza Condominium Association,Multifamily Housing,1969,1,60.0
282,13255,62.17,41.883148,-87.627686,"(41.883148, -87.627686)",Ella Flagg Young Apartments,Multifamily Housing,1968,1,97.0
283,13263,44.73,41.883965,-87.633423,"(41.883965, -87.633423)",2111 W. Roosevelt Rd.,Office,2006,1,94.0
284,13565,4.33,41.884865000000005,-87.624298,"(41.884865000000005, -87.624298)",Grossinger City Autoplex,Automobile Dealership,2008,1,
285,13767,8.74,41.8848,-87.635681,"(41.8848, -87.635681)",The Palmer House Hotel,Hotel,1925,3,33.0
286,13909,134.7,41.884861,-87.625427,"(41.884861, -87.625427)",South Centre- Burley & 92nd,Senior Care Community,2009,2,77.0
287,13987,16.15,41.884857000000004,-87.626587,"(41.884857000000004, -87.626587)",Truman College,College/University,1976,3,
288,14004,75.17,41.884811,-87.633423,"(41.884811, -87.633423)",180 North Wacker,Office,1923,1,24.0
289,14037,51.18,41.884846,-87.628845,"(41.884846, -87.628845)",Professional Office Building,Medical Office,2006,1,
290,14054,22.4,41.8848,-87.635681,"(41.8848, -87.635681)",The Palmer House Hotel,Hotel,1925,3,33.0
291,14056,18.29,41.884803999999995,-87.634552,"(41.884803999999995, -87.634552)",Museum Park Place South,Multifamily Housing,2009,1,53.0
292,14058,138.96,41.8848,-87.636841,"(41.8848, -87.636841)",180 North Wabash,Office,1919,1,73.0
293,14077,41.85,41.88485,-87.627716,"(41.88485, -87.627716)",314 West Superior Street,Office,1910,1,83.0
294,14256,2.92,41.8857,-87.626587,"(41.8857, -87.626587)",HOME DEPOT,Retail Store,1996,1,56.0
295,14389,8.46,41.884811,-87.633423,"(41.884811, -87.633423)",180 North Wacker,Office,1923,1,24.0
296,14398,9.67,41.884811,-87.633423,"(41.884811, -87.633423)",180 North Wacker,Office,1923,1,24.0
297,14597,106.41,41.884865000000005,-87.624298,"(41.884865000000005, -87.624298)",Grossinger City Autoplex,Automobile Dealership,2008,1,
298,14669,35.44,41.884861,-87.625427,"(41.884861, -87.625427)",South Centre- Burley & 92nd,Senior Care Community,2009,2,77.0
299,14674,49.89,41.884861,-87.625427,"(41.884861, -87.625427)",South Centre- Burley & 92nd,Senior Care Community,2009,2,77.0
300,14692,30.56,41.88485,-87.627716,"(41.88485, -87.627716)",314 West Superior Street,Office,1910,1,83.0
301,14697,49.88,41.884823,-87.631134,"(41.884823, -87.631134)",UNO Rogers Park,K-12 School,1865,1,96.0
302,14701,139.41,41.8848,-87.636841,"(41.8848, -87.636841)",180 North Wabash,Office,1919,1,73.0
303,14705,66.31,41.884811,-87.633423,"(41.884811, -87.633423)",180 North Wacker,Office,1923,1,24.0
304,14711,60.63,41.884815,-87.632263,"(41.884815, -87.632263)",Edwards Elem-CPS,K-12 School,1925,1,100.0
305,14713,34.36,41.884846,-87.628845,"(41.884846, -87.628845)",Professional Office Building,Medical Office,2006,1,
306,14714,56.4,41.884789000000005,-87.63797,"(41.884789000000005, -87.63797)",55 West Wacker Drive,Office,1967,1,76.0
307,14718,13.32,41.8848,-87.635681,"(41.8848, -87.635681)",The Palmer House Hotel,Hotel,1925,3,33.0
308,14720,36.54,41.8848,-87.635681,"(41.8848, -87.635681)",The Palmer House Hotel,Hotel,1925,3,33.0
309,14794,10.15,41.885689,-87.627716,"(41.885689, -87.627716)",The Heritage at Millennium Park,Multifamily Housing,2005,1,17.0
310,14933,11.85,41.885670000000005,-87.632263,"(41.885670000000005, -87.632263)",150 North Wacker Drive,Office,1970,1,82.0
311,14938,11.99,41.885661999999996,-87.634552,"(41.885661999999996, -87.634552)",Pulaski Fine-CPS,K-12 School,1949,1,83.0
312,14944,9.57,41.885689,-87.627716,"(41.885689, -87.627716)",The Heritage at Millennium Park,Multifamily Housing,2005,1,17.0
313,15400,43.24,41.885689,-87.627716,"(41.885689, -87.627716)",The Heritage at Millennium Park,Multifamily Housing,2005,1,17.0
314,15419,54.6,41.8857,-87.626587,"(41.8857, -87.626587)",HOME DEPOT,Retail Store,1996,1,56.0
315,15460,84.35,41.885661999999996,-87.633423,"(41.885661999999996, -87.633423)",Arturo Velasquez Institute,College/University,1996,1,
316,15461,80.12,41.885661999999996,-87.634552,"(41.885661999999996, -87.634552)",Pulaski Fine-CPS,K-12 School,1949,1,83.0
317,15641,130.33,41.885643,-87.636841,"(41.885643, -87.636841)",190 N. State Street,Office,1917,1,74.0
318,15719,110.09,41.885719,-87.624298,"(41.885719, -87.624298)",Park Newberry,Multifamily Housing,1995,1,4.0
319,15879,69.38,41.886532,-87.63000500000001,"(41.886532, -87.63000500000001)",Sanctuary Hall,College/University,1989,1,
320,15886,42.59,41.885708,-87.625427,"(41.885708, -87.625427)",One Magnificent Mile,Multifamily Housing,1983,1,56.0
321,15897,55.85,41.886547,-87.626587,"(41.886547, -87.626587)",Museum of Science and Industry,Museum,1893,1,
322,15943,95.41,41.886542999999996,-87.627747,"(41.886542999999996, -87.627747)",Medical District Apartments,Multifamily Housing,1971,1,38.0
323,15948,80.88,41.886517,-87.63229399999999,"(41.886517, -87.63229399999999)",3750 North Lake Shore Drive,Multifamily Housing,1926,1,91.0
324,15966,84.38,41.885670000000005,-87.632263,"(41.885670000000005, -87.632263)",150 North Wacker Drive,Office,1970,1,82.0
325,15970,89.34,41.885651,-87.635712,"(41.885651, -87.635712)",Walmart Supercenter #01-5965,Wholesale Club/Supercenter,2013,1,33.0
326,15979,89.27,41.886509000000004,-87.633423,"(41.886509000000004, -87.633423)",James R Thompson Center,Office,1985,1,48.0
327,15983,68.83,41.886509000000004,-87.63458299999999,"(41.886509000000004, -87.63458299999999)",Taft High Sc-CPS,K-12 School,1939,1,86.0
328,16395,58.1,41.886547,-87.625458,"(41.886547, -87.625458)",Chicago Theological Seminary,College/University,2011,1,
329,16526,77.78,41.88657,-87.624298,"(41.88657, -87.624298)",(IL526)-Carl Sandburg Village,Multifamily Housing,1963,1,68.0
330,16941,20.63,41.886547,-87.625458,"(41.886547, -87.625458)",Chicago Theological Seminary,College/University,2011,1,
331,16953,44.16,41.886547,-87.625458,"(41.886547, -87.625458)",Chicago Theological Seminary,College/University,2011,1,
332,17163,68.68,41.887413,-87.624329,"(41.887413, -87.624329)",Soldier Field,Stadium (Open),1924,1,
333,329702,112.41,41.879771999999996,-87.625366,"(41.879771999999996, -87.625366)",Washington E-CPS,K-12 School,1917,1,46.0
